isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories,anger,disgust,fear,joy,sadness,surprise,neutral
9780307383419,0307383415,Dreams from My Father,Barack Obama,Biography & Autobiography,http://books.google.com/books/content?id=eNWODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The son of an African father and white American mother discusses his childhood in Hawaii, his struggle to find his identity as an African American, and his life accomplishments.",2007.0,3.86,442.0,1187.0,Dreams from My Father: A Story of Race and Inheritance,"9780307383419 The son of an African father and white American mother discusses his childhood in Hawaii, his struggle to find his identity as an African American, and his life accomplishments.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.05148535966873169,0.7992215156555176,0.11169019341468811,0.07876546680927277
9780310217602,0310217601,Trial by Fire,Terri Blackstock,Fiction,http://books.google.com/books/content?id=Ji-svNwtmosC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Paramedic Issie Mattreaux joins forces with minister Nick Foster to investigate after Foster's church is burned to the ground and a young African-American man is found shot to death in the rubble. Original.,2000.0,4.35,347.0,3119.0,Trial by Fire,9780310217602 Paramedic Issie Mattreaux joins forces with minister Nick Foster to investigate after Foster's church is burned to the ground and a young African-American man is found shot to death in the rubble. Original.,Fiction,0.45079949498176575,0.14992231130599976,0.09622220695018768,0.04056441783905029,0.9368456602096558,0.27099698781967163,0.07876546680927277
9780310243878,0310243874,Breach of Promise,James Scott Bell,Fiction,http://books.google.com/books/content?id=RNpBD41SNMcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Actor and father Mark Gillen finds out how far modern courts will go to keep a child from a parent who has strong Christian views.,2004.0,4.0,345.0,358.0,Breach of Promise,9780310243878 Actor and father Mark Gillen finds out how far modern courts will go to keep a child from a parent who has strong Christian views.,Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.9042758345603943,0.11169019341468811,0.07876546680927277
9780310252191,0310252199,The Church on the Other Side,Brian D. McLaren,Religion,http://books.google.com/books/content?id=973kEQV9ruUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Tested strategies for pastors and churches that want to be somewhere else in the postmodern world and need reliable and practical help to get there. Now revised and expanded. Formerly titled Reinventing Your Church.,2003.0,3.58,224.0,201.0,The Church on the Other Side: Doing Ministry in the Postmodern Matrix,9780310252191 Tested strategies for pastors and churches that want to be somewhere else in the postmodern world and need reliable and practical help to get there. Now revised and expanded. Formerly titled Reinventing Your Church.,Nonfiction,0.06413363665342331,0.10400673747062683,0.09958770871162415,0.06218920648097992,0.9672977328300476,0.11169019341468811,0.09627598524093628
9780310264132,0310264138,Purpose Driven Life MM Camouflage Edition,"Rick Warren, D.Min.;Zondervan Publishing",Christian life,http://books.google.com/books/content?id=2_zhAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The #1 international bestseller! This 40-day spiritual journey will help you understand why you are alive and God's amazing plan for you both no and for eternity.,2004.0,3.92,336.0,20.0,Purpose Driven Life MM Camouflage Edition,9780310264132 The #1 international bestseller! This 40-day spiritual journey will help you understand why you are alive and God's amazing plan for you both no and for eternity.,Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.316412091255188,0.549476683139801,0.11169019341468811,0.5513014793395996
9780310929550,0310929555,Zondervan NIV Study Bible,Kenneth L. Barker;Donald W. Burdick,Bibles,http://books.google.com/books/content?id=WvYLGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"#1 Best-selling study Bible in the best-selling NIV translation Study features fully revised and updated. Over 20,000 in-text study notes. Library of study resources at your fingertips. ""Excellent for Homeschool Use""",2002.0,4.7,2198.0,4092.0,Zondervan NIV Study Bible: New International Version,"9780310929550 #1 Best-selling study Bible in the best-selling NIV translation Study features fully revised and updated. Over 20,000 in-text study notes. Library of study resources at your fingertips. ""Excellent for Homeschool Use""",Nonfiction,0.02971472777426243,0.008479657582938671,0.009040498174726963,0.3955645263195038,0.886817216873169,0.014745953492820263,0.37090569734573364
9780312049997,0312049994,The Sun in the Morning,Mary Margaret Kaye,Biography & Autobiography,,"The author writes of her childhood in India; her enduring love for the romance, mystery, and culture of that country; and the creative inspiration she continues to draw from the India of the Raj",1990.0,4.21,454.0,230.0,The Sun in the Morning: My Early Years in India and England,"9780312049997 The author writes of her childhood in India; her enduring love for the romance, mystery, and culture of that country; and the creative inspiration she continues to draw from the India of the Raj",Nonfiction,0.0028086802922189236,0.002761776791885495,0.004051073454320431,0.8140954971313477,0.13111548125743866,0.017411811277270317,0.027755698189139366
9780312151225,0312151225,The Everyday I Ching,Sarah Dening,"Body, Mind & Spirit",http://books.google.com/books/content?id=i5j0ZumPWkwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Details how to use the ancient Chinese book of divination and discussess how to relate the I Ching's hexagrams to the problems of modern life,1997.0,4.19,224.0,23.0,The Everyday I Ching,9780312151225 Details how to use the ancient Chinese book of divination and discussess how to relate the I Ching's hexagrams to the problems of modern life,Nonfiction,0.007308255881071091,0.004518173169344664,0.006182873155921698,0.005679136607795954,0.9512438774108887,0.012333346530795097,0.012734361924231052
9780312151256,031215125X,The Far Pavilions,M. M. Kaye,Fiction,http://books.google.com/books/content?id=2Hw4KmShqzYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A monumental, internationally best-selling novel set in nineteenth-century India weaves a vast tapestry of love, war, and adventure in the foothills of the towering Himalayas. Reprint.",1997.0,4.21,958.0,36300.0,The Far Pavilions,"9780312151256 A monumental, internationally best-selling novel set in nineteenth-century India weaves a vast tapestry of love, war, and adventure in the foothills of the towering Himalayas. Reprint.",Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.6518346667289734,0.9503574967384338,0.11169019341468811,0.07876546680927277
9780312203030,0312203039,High Five,Janet Evanovich,Fiction,http://books.google.com/books/content?id=9aqX3Z1vlLkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"New Jersey bounty hunter Stephanie Plum struggles to make ends meet while coping with a missing Uncle Fred, homicidal rapist and stalker Benito Ramirez, amorous vice cop Joe Morelli, and would-be lover Roger",1999.0,4.18,292.0,660.0,High Five,"9780312203030 New Jersey bounty hunter Stephanie Plum struggles to make ends meet while coping with a missing Uncle Fred, homicidal rapist and stalker Benito Ramirez, amorous vice cop Joe Morelli, and would-be lover Roger",Fiction,0.028913380578160286,0.020199637860059738,0.09153131395578384,0.003378445515409112,0.0836859792470932,0.7665639519691467,0.005727369338274002
9780312241353,0312241356,And The Band Played on,Randy Shilts,Health & Fitness,http://books.google.com/books/content?id=A8g2VPGtdUkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An examination of the AIDS crisis exposes the federal government for its inaction, health authorities for their greed, and scientists for their desire for prestige in the face of the AIDS pandemic.",2000.0,4.39,656.0,18518.0,"And The Band Played on: Politics, People, and the AIDS Epidemic","9780312241353 An examination of the AIDS crisis exposes the federal government for its inaction, health authorities for their greed, and scientists for their desire for prestige in the face of the AIDS pandemic.",Nonfiction,0.3678213655948639,0.5520144701004028,0.051362838596105576,0.04056441783905029,0.549476683139801,0.11169019341468811,0.07876546680927277
9780312252816,0312252811,Death in the Andamans,M. M. Kaye,Fiction,http://books.google.com/books/content?id=lMFbMB3PZroC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"While visiting the Andaman Islands in the Indian Ocean, Copper Randal and Valerie Masson become entangled in a mysterious case of drowning and murder. Reprint. 15,000 first printing.",2000.0,3.93,272.0,813.0,Death in the Andamans,"9780312252816 While visiting the Andaman Islands in the Indian Ocean, Copper Randal and Valerie Masson become entangled in a mysterious case of drowning and murder. Reprint. 15,000 first printing.",Fiction,0.06413363665342331,0.10400673747062683,0.9703729152679443,0.04056441783905029,0.9503574967384338,0.11169019341468811,0.2907034158706665
9780312263102,0312263104,Death in Kashmir,M. M. Kaye,Fiction,http://books.google.com/books/content?id=CsUSjmbYMTYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When Sarah Parrish journeys to Gulmarg, a vacation ski resort in the mountains above the valley of Kashmir, she finds herself embroiled in danger, intrigue, and multiple murder. Reprint. 10,000 first printing.",2000.0,3.95,256.0,1435.0,Death in Kashmir: A Mystery,"9780312263102 When Sarah Parrish journeys to Gulmarg, a vacation ski resort in the mountains above the valley of Kashmir, she finds herself embroiled in danger, intrigue, and multiple murder. Reprint. 10,000 first printing.",Fiction,0.06413363665342331,0.10400673747062683,0.97587651014328,0.04056441783905029,0.9503574967384338,0.11169019341468811,0.3265579342842102
9780312265052,0312265050,The Naked and the Dead,Norman Mailer,Fiction,http://books.google.com/books/content?id=c66GLzQjQFAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Portrays the contrasting personalities and nostalgic reminiscences of a group of World War II American soldiers engaged in a combat operation against the Japanese. Reprint. 15,000 first printing.",2000.0,3.94,721.0,20541.0,"The Naked and the Dead: 50th Anniversary Edition, With a New Introduction by the Author","9780312265052 Portrays the contrasting personalities and nostalgic reminiscences of a group of World War II American soldiers engaged in a combat operation against the Japanese. Reprint. 15,000 first printing.",Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04675967991352081,0.9503574967384338,0.11169019341468811,0.2907034158706665
9780312267179,0312267177,Catfish and Mandala,Andrew X. Pham,Biography & Autobiography,http://books.google.com/books/content?id=GMqwBI6Bx7AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A Vietnamese American returns to the land of his birth in a memoir of the consequences of war and the divide that still separates Asian Americans from the dominant culture,2000.0,3.96,344.0,4541.0,Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam,9780312267179 A Vietnamese American returns to the land of his birth in a memoir of the consequences of war and the divide that still separates Asian Americans from the dominant culture,Nonfiction,0.016786182299256325,0.3554607033729553,0.028141038492321968,0.013241040520370007,0.38289564847946167,0.1962047517299652,0.007270660251379013
9780312286217,031228621X,A Writer's Workbook,Caroline Sharp;Elizabeth Gilbert,Language Arts & Disciplines,http://books.google.com/books/content?id=iiTfCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Provides a series of warm-ups and practical exercises for aspiring writers that address such issues as fear of failure, dyslexia, writer's block, rewriting, and related matters. Reprint. 15,000 first printing.",2002.0,3.71,176.0,148.0,A Writer's Workbook: Daily Exercises for the Writing Life,"9780312286217 Provides a series of warm-ups and practical exercises for aspiring writers that address such issues as fear of failure, dyslexia, writer's block, rewriting, and related matters. Reprint. 15,000 first printing.",Fiction,0.06413363665342331,0.10400673747062683,0.6783215999603271,0.04056441783905029,0.9503574967384338,0.11169019341468811,0.2907034158706665
