isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories
9780425161739,0425161730,Virtual Vandals,Tom Clancy;Steve R. Pieczenik;Diane Duane,Fiction,http://books.google.com/books/content?id=gU7JugEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Here comes a Clancy first: a new series of novels for young adults starring a team of troubleshooting teens--the Net Force Explorers--who know more about cutting edge technology than their teachers!,1999.0,4.0,192.0,3236.0,Virtual Vandals,9780425161739 Here comes a Clancy first: a new series of novels for young adults starring a team of troubleshooting teens--the Net Force Explorers--who know more about cutting edge technology than their teachers!,Fiction
9780425162446,0425162443,The Rapture of Canaan,Sheri Reynolds,Fiction,http://books.google.com/books/content?id=QTs7HsvsbuIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Ninah Huff, the teenage granddaughter of the founder of an isolated religious community, causes controversy when she is discovered to be pregnant with what she claims is a holy child",1997.0,3.81,320.0,31885.0,The Rapture of Canaan,"9780425162446 Ninah Huff, the teenage granddaughter of the founder of an isolated religious community, causes controversy when she is discovered to be pregnant with what she claims is a holy child",Fiction
9780425181102,0425181103,Phantoms,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=Tm0oXH7rBpUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A tale of an abandoned town and the unimaginable truth behind its silence... Now with a new afterword, Dean Koontz explains the impact Phantoms had on his career.",2001.0,3.94,448.0,59938.0,Phantoms,"9780425181102 A tale of an abandoned town and the unimaginable truth behind its silence... Now with a new afterword, Dean Koontz explains the impact Phantoms had on his career.",Fiction
9780425181645,0425181642,E,David Bodanis,Science,http://books.google.com/books/content?id=z20AAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Examines the science and scientists who provided the backdrop to Einstein's influential 1905 discovery and offers an explanation of the equation from mathematical, historical, and scientific perspectives.",2000.0,4.09,337.0,6196.0,E: A Biography of the World's Most Famous Equation,"9780425181645 Examines the science and scientists who provided the backdrop to Einstein's influential 1905 discovery and offers an explanation of the equation from mathematical, historical, and scientific perspectives.",Nonfiction
9780425182673,0425182673,Tom Clancy's Net Force,Tom Clancy;Steve Perry;Steve Pieczenik,Fiction,http://books.google.com/books/content?id=5DBTxODXUFMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When a group of terrorists who call themselves ""CyberNation,"" and consider themselves an independent virtual country, seize control of the net and bring down the world's computers, the Net Force springs into action.",2001.0,3.75,368.0,1730.0,Tom Clancy's Net Force: Cybernation,"9780425182673 When a group of terrorists who call themselves ""CyberNation,"" and consider themselves an independent virtual country, seize control of the net and bring down the world's computers, the Net Force springs into action.",Fiction
9780425185506,0425185508,Picture Perfect,Jodi Picoult,Fiction,http://books.google.com/books/content?id=QicRkNF3KgkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Falling madly in love and beginning what she believed would be the perfect marriage with Hollywood leading man Alex Rivers, renowned anthropologist Cassie Barret is heartbroken when their fairy-tale romance falls apart. Reissue.",2002.0,3.54,369.0,45142.0,Picture Perfect,"9780425185506 Falling madly in love and beginning what she believed would be the perfect marriage with Hollywood leading man Alex Rivers, renowned anthropologist Cassie Barret is heartbroken when their fairy-tale romance falls apart. Reissue.",Fiction
9780425188224,0425188221,Shadowland,Peter Straub,Fiction,http://books.google.com/books/content?id=glulPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Best friends Tom Flanagan and Del Nightingale, apprentices to a master magician, enter a dark realm of immeasurable evil, more ancient than death itself, where only one of them will survive.",2003.0,3.91,468.0,10062.0,Shadowland,"9780425188224 Best friends Tom Flanagan and Del Nightingale, apprentices to a master magician, enter a dark realm of immeasurable evil, more ancient than death itself, where only one of them will survive.",Fiction
9780425189641,0425189643,Floating Dragon,Peter Straub,Fiction,http://books.google.com/books/content?id=4WI-veLZdcsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The quaint town of Hamptead is plunged into a nightmarish world of unspeakable horror when evil arrives in the form of two very different beings--one man-made and one supernatural. Reissue.,2003.0,3.84,595.0,10510.0,Floating Dragon,9780425189641 The quaint town of Hamptead is plunged into a nightmarish world of unspeakable horror when evil arrives in the form of two very different beings--one man-made and one supernatural. Reissue.,Fiction
9780425190371,0425190374,Practical Magic,Alice Hoffman,Fiction,http://books.google.com/books/content?id=7hHCkMIDABsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Sorcery is the legacy of Gillian and Sally Owens, a legacy they both try to escape until they realize their magic is a gift, not an affliction.",2003.0,3.79,286.0,49141.0,Practical Magic,"9780425190371 Sorcery is the legacy of Gillian and Sally Owens, a legacy they both try to escape until they realize their magic is a gift, not an affliction.",Fiction
9780425191194,0425191192,McNally's Alibi,Vincent Lardo;Lawrence Sanders,Fiction,http://books.google.com/books/content?id=Ir1FQXgqf60C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Hired to locate the complete text of Truman Capote's ""Answered Prayers,"" Archy McNally encounters a series of dead ends before finding the manuscript's owner murdered in a sleazy motel.",2003.0,3.9,304.0,219.0,McNally's Alibi: An Archy McNally Novel,"9780425191194 Hired to locate the complete text of Truman Capote's ""Answered Prayers,"" Archy McNally encounters a series of dead ends before finding the manuscript's owner murdered in a sleazy motel.",Fiction
9780425196731,0425196739,Slay Ride,Dick Francis,Fiction,http://books.google.com/books/content?id=1nVnPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A series of bizarre incidents befalls British investigator David Cleveland when he is sent to Norway to uncover the truth behind the disappearance of champion British jockey Robert Sherman. Reissue.,2004.0,3.79,288.0,2142.0,Slay Ride,9780425196731 A series of bizarre incidents befalls British investigator David Cleveland when he is sent to Norway to uncover the truth behind the disappearance of champion British jockey Robert Sherman. Reissue.,Fiction
9780425197387,0425197387,Dirk Pitt,Clive Cussler,Arctic regions,,A mysterious ship sealed fast in a giant North Atlantic iceberg becomes the cause and focus of Air Force Major Dirk Pett's investigation into international conspiracy and terror.,2004.0,3.84,340.0,17702.0,Dirk Pitt: Iceberg. 03,9780425197387 A mysterious ship sealed fast in a giant North Atlantic iceberg becomes the cause and focus of Air Force Major Dirk Pett's investigation into international conspiracy and terror.,Nonfiction
9780425197394,0425197395,The Mediterranean Caper,Clive Cussler,Fiction,http://books.google.com/books/content?id=HESwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Dirk Pitt responds to a call of distress and finds himself coping with a modern Greek goddess in a red bikini, a vast drug-smuggling ring, a still-active Nazi criminal, and a perilous undersea labyrinth.",2004.0,3.77,391.0,14660.0,The Mediterranean Caper,"9780425197394 Dirk Pitt responds to a call of distress and finds himself coping with a modern Greek goddess in a red bikini, a vast drug-smuggling ring, a still-active Nazi criminal, and a perilous undersea labyrinth.",Fiction
9780425197547,0425197549,Guilty Pleasures,Laurell K. Hamilton,Fiction,http://books.google.com/books/content?id=9SOVyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Vampire hunter Anita Blake (known by the vampires she kills as ""The Executioner"") is hired by the most powerful vampire in town to find out who has been murdering vampires. Reprint.",2004.0,4.02,355.0,112848.0,Guilty Pleasures,"9780425197547 Vampire hunter Anita Blake (known by the vampires she kills as ""The Executioner"") is hired by the most powerful vampire in town to find out who has been murdering vampires. Reprint.",Fiction
9780425198681,0425198685,Pattern Recognition,William Gibson,Fiction,http://books.google.com/books/content?id=aUCzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Hired to investigate a mysterious video collection that has been appearing on the Internet, market research consultant Cayce Pollard realizes that there is more to the assignment when her computer is hacked. Reprint.",2005.0,3.87,367.0,37313.0,Pattern Recognition,"9780425198681 Hired to investigate a mysterious video collection that has been appearing on the Internet, market research consultant Cayce Pollard realizes that there is more to the assignment when her computer is hacked. Reprint.",Fiction
9780425199329,0425199320,Trojan Odyssey,Clive Cussler,Fiction,http://books.google.com/books/content?id=bQEku8FUjLwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Underwater adventurer Dirk Pitt and the NUMA crew investigate a black tide infesting the ocean off Nicaragua, a study complicated by the discovery of a mysterious artifact, a powerful storm, and a conspiracy.",2004.0,3.93,463.0,14788.0,Trojan Odyssey,"9780425199329 Underwater adventurer Dirk Pitt and the NUMA crew investigate a black tide infesting the ocean off Nicaragua, a study complicated by the discovery of a mysterious artifact, a powerful storm, and a conspiracy.",Fiction
9780425200452,0425200450,Murder on the Orient Express,Agatha Christie,Fiction,http://books.google.com/books/content?id=DZ47PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"On a three-day journey through the snowbound Balkan hills, Hercule Poirot must weed through an array of international suspects to find the passenger who murdered a gangster on the Orient Express.",2004.0,4.16,322.0,144452.0,Murder on the Orient Express: A Hercule Poirot Mystery,"9780425200452 On a three-day journey through the snowbound Balkan hills, Hercule Poirot must weed through an array of international suspects to find the passenger who murdered a gangster on the Orient Express.",Fiction
9780425201541,0425201546,The Magyar Venus,Lyn Hamilton,Fiction,http://books.google.com/books/content?id=dpSTvymwLNoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The discovery of a 25,000-year-old archaeological treasure, a rekindled romance, and a suspicious suicide send Toronto antiques dealer Lara McClintoch on a quest to the city of Budapest. Reprint.",2005.0,3.72,259.0,255.0,The Magyar Venus,"9780425201541 The discovery of a 25,000-year-old archaeological treasure, a rekindled romance, and a suspicious suicide send Toronto antiques dealer Lara McClintoch on a quest to the city of Budapest. Reprint.",Fiction
